Service Name,Service URL,Service Key Features,Service Categories,Service Description
CustomerXPs,www.customerxps.com,"Fraud Management Solution for banks
Anti-Money Laundering Solution for banks
Fraud Management",Financial Fraud Detection Software,"CustomerXPs is an enterprise software product company offering Enterprise Financial Crime Management (EFCM), Anti-money Laundering (AML) and Customer Experience Management (CEM) products for Tier-1 global banks. CustomerXPs is revolutionizing Fraud Management and Customer Experience Management in Fortune 500 banks by harnessing the power of extreme real-time, cross-channel intelligence. Voted Best Fraud Detection Product 2016 by OpRisk / Risk.net, CustomerXPs flagship product Clari5's differentiated approach deploys a well-synchronized, context-aware 'central nervous system' in banks with the ability to stop fraudulent transactions with real-time, actionable insights. It monitors suspicious activities in real-time, and takes the right decision at the right time as opposed to end-of-day reporting and analysis. Designed precisely to meet the fraud detection, investigation, prevention, monitoring compliance and audit needs, Clari5 is a highly-scalable enterprise fraud and compliance solution with a capability suited to enterprise-wide deployment for global financial institutions. It uses advanced statistical and analytical techniques to identify patterns of unusual and suspicious behaviours hidden deep within a banks data and provides a single view of customers across the entire portfolio of products and brands. "
FISCAL Technologies,www.fiscaltec.com,,Financial Fraud Detection Software,
iovation,www.iovation.com,,Financial Fraud Detection Software,
SAP,www.sap.com,,Financial Reporting,
Cougar Mountain Software,www.cougarmtn.com,,Financial Reporting,
Altus Dynamics,www.altusdynamics.com,,Financial Reporting,
FinanceIsland,www.financeisland.com,,Financial Reporting,
Financial Navigator,www.finnav.com,,Financial Reporting,
HelloWallet,www.hellowallet.com,,Financial Reporting,
Qvinci,www.qvinci.com,,Financial Reporting,
Skyclerk,www.cloudmanic.com,,Financial Reporting,
TreasuryHQ,www.treasuryhq.com,,Financial Reporting,
UpClear,www.upclear.com,,Financial Reporting,
1Suite,www.1suite.com.ng,,Financial Reporting,
Advicent,www.advicentsolutions.c..,,Financial Reporting,
Allocadia,www.allocadia.com,,Financial Reporting,
Alpha Bricks,www.alphabricks.com,,Financial Reporting,
Amelkis,www.amelkis.fr,,Financial Reporting,
Bench,www.bench.co,,Financial Reporting,
BillGuard,www.billguard.com,,Financial Reporting,
BlackLine ,www.blackline.com/,,Financial Reporting,
Buxfer,www.buxfer.com,,Financial Reporting,
Confluence,www.confluence.com,,Financial Reporting,
Consero Global Solution,www.conseroglobal.com,,Financial Reporting,
Dryrun,www.dryrun.com,"cash flow forecasting
budgeting
sales forecasts
scenario planning
financial graphs
cash flow forecasting",Financial Reporting,"Cash Flow Forecasting Software for Small Business Dryrun is the simple way to picture cash flow, budget and sales scenarios in your business. Its unique scenario-based approach that makes it easy to test your assumptions. The flexibility, clear visuals and powerful collaboration features offer a complete picture to small business owners and accountants alike. Integrates with Xero and Pipedrive. Quickbooks Online is coming soon."
EASi,www.easiadmin.com,,Financial Reporting,
eMoney Advisor,www.emoneyadvisor.com,,Financial Reporting,
Equidam,www.equidam.com,,Financial Reporting,
Fathom,www.fathomhq.com,,Financial Reporting,
FundCount,www.fundcount.com,,Financial Reporting,
FundNAV,www.fund-nav.com,,Financial Reporting,
Global Shares,www.globalshares.com/,,Financial Reporting,
Harpoon,www.harpoonapp.com,,Financial Reporting,
Kwanti,www.kwanti.com,,Financial Reporting,
LawRD,www.lawrd.com,,Financial Reporting,
LearnVest,www.learnvest.com,,Financial Reporting,
LINTECH,www.lintechsoftware.com,,Financial Reporting,
Mambu,www.mambu.com,,Financial Reporting,
Millennium Computer Systems,www.mcsl.com,,Financial Reporting,
OPEXEngine,www.opexengine.com,,Financial Reporting,
Option Admin,www.optionadmin.com,,Financial Reporting,
Portfolio Pathway,www.portfoliopathway.com,,Financial Reporting,
ProfitKeeper,www.profitkeeper.com,,Financial Reporting,
ProjectionHub,www.projectionhub.com,,Financial Reporting,
Renovo,www.renovofyi.com,,Financial Reporting,
RightCapital,www.rightcapital.com,,Financial Reporting,
Rivet Software,www.rivetsoftware.com,,Financial Reporting,
SaaSOptics,www.saasoptics.com,,Financial Reporting,
SaveUp,www.saveup.com,,Financial Reporting,
Sigma Conso,www.sigmaconso.com,,Financial Reporting,"Sigma Conso provides software, training(s) and services in the field of Corporate Performance Management (CPM). Sigma Conso has its head office in Brussels. The Group has recognized expertise in financial and statutory consolidation and management reporting. In 2015, Sigma Conso completed its offer with a planning, budgeting and forecasting application, listed on Gartner Magic Quadrant for CPM suites. Sigma Conso provides over 500 international groups with tailored and flexible solutions that facilitate their financial management. Sigma Conso is currently undergoing fast international expansion with now a presence in major European and Asian economic centres: Brussels, Luxembourg, Paris, Amsterdam, Warsaw, Singapore, Kuala Lumpur, Tunis, Abidjan, Munich, Vienna, Zug, Bilbao, London and now Osnago (Milan). ABOUT SIGMA CONSO CPM Sigma Conso delivers a complete range of modules to cover the corporate performance management needs of groups of any sizes and any sectors. The solution can be hosted at the client site. It is also available in PaaS and SaaS modes. -	Mona Group Reporting is a 100% web-based financial consolidation and reporting solution for groups. It is ready to use, easy to learn and can be fully customized by users. It enables the collection and consolidation of actuals, budget, and forecast data. The attention to ensuring information traceability and  intuitive navigation makes it a particularly well-suited solution for users with demanding audit standards. -	Mona InterWeb is a 100% web-based solution for the reconciliation of intra-group operations at transactional level, allowing an ongoing reconciliation process through the entire accounting year. The result: amounts are reconciled prior to the consolidation step and independently of it as part of a regular process. Mona InterWeb fits quickly into existing application environments (ERP, consolidation package) and can be deployed in entities in just a few days (intuitive interface). -	Mona Planning is a unique software application for all planning, budgeting and forecasting needs of an organization: integrated financial planning, sales planning, production planning, human resources planning ... The application offers different possible approaches to adjust to groups strategies: top down & bottom-up approaches, goal seeking approach, what-if approach ... Mona Planning makes it possible to set up a smooth and thorough decision-making structure to improve groups financial performance. Mona Planning is quick and easy to set-up and offers a flexible platform to support the organisation future developments."
